label,violation_score,attack_mode,uses_calibrated_probabilities,base_clean_p_risky,base_adv_p_risky,base_delta_p,reg_clean_p_risky,reg_adv_p_risky,reg_delta_p,base_clean_pred,base_adv_pred,base_flipped_risky_to_safe,reg_clean_pred,reg_adv_pred,reg_flipped_risky_to_safe
0,0.0,replace,False,0.36985734,0.43951136,0.06965402,0.35440934,0.5925016,0.23809224,1,1,0,1,1,0
0,0.0,replace,False,0.48273364,0.5900531,0.107319444,0.4800184,0.68120295,0.20118454,1,1,0,1,1,0
0,0.0,replace,False,0.4750003,0.44708693,-0.027913362,0.4811492,0.55243903,0.07128984,1,1,0,1,1,0
0,0.0,replace,False,0.48924258,0.42738515,-0.061857432,0.49469692,0.59111005,0.096413136,1,1,0,1,1,0
0,0.0,replace,False,0.44809604,0.5014458,0.053349733,0.4801087,0.631776,0.15166727,1,1,0,1,1,0
0,0.0,replace,False,0.31952402,0.47326916,0.15374514,0.31735346,0.61952055,0.3021671,0,1,0,0,1,0
0,0.0,replace,False,0.11009208,0.4236022,0.31351012,0.13649288,0.5976669,0.46117404,0,1,0,0,1,0
1,0.0,replace,False,0.46963862,0.43343216,-0.036206454,0.51023954,0.5986375,0.08839798,1,1,0,1,1,0
0,0.0,replace,False,0.389878,0.46552077,0.075642765,0.36389562,0.6273406,0.263445,1,1,0,1,1,0
0,0.0,replace,False,0.507625,0.48557976,-0.022045225,0.5112294,0.6378666,0.12663722,1,1,0,1,1,0
0,0.0,replace,False,0.12793541,0.450687,0.32275158,0.14503744,0.6150321,0.46999463,0,1,0,0,1,0
0,0.0,replace,False,0.3549237,0.48655188,0.13162819,0.3374099,0.6523559,0.314946,1,1,0,0,1,0
1,0.0,replace,False,0.39223897,0.49798056,0.10574159,0.37343946,0.59884274,0.22540328,1,1,0,1,1,0
0,0.0,replace,False,0.5193516,0.4369404,-0.0824112,0.52150726,0.547218,0.025710762,1,1,0,1,1,0
0,0.0,replace,False,0.41000512,0.35107028,-0.058934838,0.45040318,0.53449535,0.08409217,1,1,0,1,1,0
1,0.0,replace,False,0.48356757,0.4346174,-0.048950166,0.4854828,0.5445548,0.059072018,1,1,0,1,1,0
1,0.0,replace,False,0.38978562,0.45248824,0.062702626,0.36252773,0.6072759,0.24474818,1,1,0,1,1,0
0,0.0,replace,False,0.47770932,0.4889334,0.011224091,0.49065793,0.59045625,0.09979832,1,1,0,1,1,0
0,0.0,replace,False,0.13898648,0.44888335,0.3098969,0.1629035,0.60533005,0.44242656,0,1,0,0,1,0
0,0.0,replace,False,0.116094425,0.43386894,0.31777453,0.1393713,0.6102836,0.4709123,0,1,0,0,1,0
1,0.0,replace,False,0.47628263,0.44871247,-0.027570158,0.5079464,0.61197835,0.10403198,1,1,0,1,1,0
0,0.0,replace,False,0.30101052,0.4466806,0.14567009,0.3234313,0.6127417,0.2893104,0,1,0,0,1,0
0,0.0,replace,False,0.67214525,0.46810645,-0.2040388,0.65513784,0.62801427,-0.02712357,1,1,0,1,1,0
0,0.0869565217391304,replace,False,0.53653175,0.4475855,-0.08894625,0.5106773,0.55760175,0.04692447,1,1,0,1,1,0
0,0.0,replace,False,0.35629302,0.47116265,0.114869624,0.32840768,0.65107054,0.32266286,1,1,0,0,1,0
0,0.0,replace,False,0.7864791,0.41260663,-0.3738725,0.74693257,0.56461924,-0.18231332,1,1,0,1,1,0
0,0.0,replace,False,0.6573223,0.38544825,-0.27187404,0.62390655,0.54177076,-0.0821358,1,1,0,1,1,0
0,0.0,replace,False,0.4395116,0.4696635,0.030151904,0.4789594,0.62497705,0.14601764,1,1,0,1,1,0
0,0.0,replace,False,0.46713254,0.59455794,0.1274254,0.49519166,0.6820056,0.18681392,1,1,0,1,1,0
0,0.0,replace,False,0.12675136,0.4356622,0.30891085,0.14243886,0.5423328,0.39989397,0,1,0,0,1,0
0,0.0,replace,False,0.3794004,0.43418974,0.054789335,0.34871003,0.54518414,0.1964741,1,1,0,0,1,0
1,0.0,replace,False,0.53710794,0.46154925,-0.07555869,0.51436996,0.6161484,0.10177845,1,1,0,1,1,0
0,0.0,replace,False,0.14294432,0.46304733,0.320103,0.16043244,0.6234041,0.46297163,0,1,0,0,1,0
0,0.0,replace,False,0.5185091,0.49877372,-0.019735366,0.524614,0.5997315,0.07511753,1,1,0,1,1,0
0,0.0,replace,False,0.45899042,0.41034463,-0.048645794,0.48744735,0.52650595,0.039058596,1,1,0,1,1,0
1,0.0,replace,False,0.14925241,0.581409,0.43215656,0.1521585,0.673618,0.5214595,0,1,0,0,1,0
0,0.0,replace,False,0.6049382,0.44288656,-0.16205165,0.56183416,0.6108564,0.049022257,1,1,0,1,1,0
0,0.0,replace,False,0.5495413,0.5167269,-0.032814384,0.5293339,0.63485754,0.105523646,1,1,0,1,1,0
1,0.0,replace,False,0.65324736,0.47048151,-0.18276584,0.6100236,0.6313563,0.021332681,1,1,0,1,1,0
0,0.0,replace,False,0.1433426,0.49180102,0.3484584,0.16491397,0.57764435,0.4127304,0,1,0,0,1,0
0,0.0,replace,False,0.71343166,0.46633068,-0.24710098,0.6949084,0.611449,-0.08345938,1,1,0,1,1,0
1,0.0,replace,False,0.47067866,0.47882512,0.008146465,0.50958496,0.6142425,0.10465753,1,1,0,1,1,0
0,0.0,replace,False,0.7691304,0.5098341,-0.2592963,0.7262003,0.6130188,-0.11318147,1,1,0,1,1,0
0,0.0,replace,False,0.57044023,0.39761156,-0.17282867,0.5384668,0.5445362,0.006069362,1,1,0,1,1,0
0,0.0,replace,False,0.3469066,0.502058,0.15515143,0.3396956,0.6528355,0.3131399,0,1,0,0,1,0
0,0.0,replace,False,0.48046118,0.46730724,-0.01315394,0.50579375,0.5904373,0.08464354,1,1,0,1,1,0
0,0.0,replace,False,0.5079528,0.4045031,-0.1034497,0.51124555,0.5478692,0.036623657,1,1,0,1,1,0
0,0.0,replace,False,0.49322194,0.45367596,-0.039545983,0.5102501,0.61859345,0.10834336,1,1,0,1,1,0
0,0.0,replace,False,0.32630047,0.38043952,0.054139048,0.3415852,0.5412393,0.19965413,0,1,0,0,1,0
0,0.0,replace,False,0.5291923,0.47962403,-0.049568295,0.51573163,0.6318168,0.11608517,1,1,0,1,1,0
0,0.0,replace,False,0.3333039,0.57326305,0.23995915,0.35042903,0.6719444,0.32151535,0,1,0,1,1,0
0,0.0,replace,False,0.46793452,0.49484766,0.026913136,0.4908827,0.60274005,0.111857355,1,1,0,1,1,0
1,0.0,replace,False,0.71991485,0.50744635,-0.2124685,0.7312635,0.60793835,-0.12332517,1,1,0,1,1,0
0,0.0,replace,False,0.39343363,0.49466312,0.10122949,0.3315672,0.5942065,0.2626393,1,1,0,0,1,0
1,0.0,replace,False,0.65275407,0.49709728,-0.15565678,0.62537426,0.597649,-0.02772528,1,1,0,1,1,0
0,0.0,replace,False,0.5104891,0.41812286,-0.09236625,0.5101369,0.5381675,0.028030574,1,1,0,1,1,0
0,0.0,replace,False,0.31372958,0.5037125,0.18998289,0.35272434,0.6009455,0.24822113,0,1,0,1,1,0
1,0.0,replace,False,0.3262721,0.436125,0.10985291,0.32379785,0.60675293,0.28295508,0,1,0,0,1,0
0,0.0,replace,False,0.35666275,0.4478072,0.09114444,0.34961665,0.55787784,0.20826119,1,1,0,0,1,0
0,0.0,replace,False,0.30187204,0.5034627,0.20159063,0.3366642,0.6221743,0.28551012,0,1,0,0,1,0
1,0.0,replace,False,0.61310923,0.5791657,-0.033943534,0.59797835,0.6747224,0.07674402,1,1,0,1,1,0
0,0.0,replace,False,0.55217403,0.5892258,0.037051797,0.52744794,0.68020767,0.15275973,1,1,0,1,1,0
0,0.1304347826086956,replace,False,0.36817667,0.5141011,0.14592442,0.34998763,0.61465955,0.26467192,1,1,0,0,1,0
0,0.0,replace,False,0.13799231,0.4888164,0.35082412,0.15228413,0.6528949,0.50061077,0,1,0,0,1,0
0,0.0,replace,False,0.3643233,0.4734486,0.109125316,0.3247975,0.6276187,0.30282116,1,1,0,0,1,0
0,0.0,replace,False,0.5108625,0.49370322,-0.017159313,0.53259164,0.6181137,0.085522056,1,1,0,1,1,0
0,0.0,replace,False,0.59057575,0.47104654,-0.11952922,0.568497,0.6170407,0.04854369,1,1,0,1,1,0
0,0.0,replace,False,0.45742294,0.58108383,0.12366089,0.48879397,0.67228407,0.1834901,1,1,0,1,1,0
0,0.0,replace,False,0.3646416,0.47338685,0.10874525,0.31647125,0.6232025,0.30673125,1,1,0,0,1,0
0,0.0,replace,False,0.5309963,0.45732906,-0.07366726,0.5240537,0.62364864,0.09959495,1,1,0,1,1,0
1,0.0,replace,False,0.7357066,0.47605345,-0.25965318,0.7422999,0.62437385,-0.11792606,1,1,0,1,1,0
0,0.0,replace,False,0.43127087,0.40200394,-0.029266924,0.4787017,0.5460455,0.06734377,1,1,0,1,1,0
0,0.0,replace,False,0.5504167,0.43804747,-0.11236924,0.59305966,0.62533736,0.032277703,1,1,0,1,1,0
0,0.0,replace,False,0.52784145,0.45648414,-0.07135731,0.51241547,0.6089505,0.09653503,1,1,0,1,1,0
0,0.0,replace,False,0.4957242,0.4243737,-0.071350515,0.48411056,0.5379226,0.053812057,1,1,0,1,1,0
0,0.0,replace,False,0.32506505,0.46407712,0.13901207,0.34247476,0.6133515,0.27087677,0,1,0,0,1,0
0,0.0,replace,False,0.57920235,0.4644853,-0.11471707,0.5532305,0.6119191,0.05868858,1,1,0,1,1,0
0,0.0,replace,False,0.5262955,0.469076,-0.057219476,0.5110954,0.62255055,0.11145514,1,1,0,1,1,0
0,0.0,replace,False,0.13864747,0.41337696,0.2747295,0.1458561,0.55168086,0.40582478,0,1,0,0,1,0
0,0.0,replace,False,0.4841204,0.48638058,0.0022601783,0.5049221,0.5910517,0.086129606,1,1,0,1,1,0
1,0.0,replace,False,0.13540949,0.5676286,0.43221915,0.14549157,0.6697454,0.52425385,0,1,0,0,1,0
0,0.0,replace,False,0.12848952,0.45292494,0.3244354,0.13768828,0.61699706,0.47930878,0,1,0,0,1,0
0,0.0,replace,False,0.12336589,0.48563695,0.36227107,0.14495973,0.61795825,0.4729985,0,1,0,0,1,0
0,0.0,replace,False,0.45429587,0.46917254,0.014876664,0.492177,0.6125827,0.120405674,1,1,0,1,1,0
0,0.0,replace,False,0.46878362,0.48494828,0.01616466,0.49444282,0.6531943,0.15875149,1,1,0,1,1,0
0,0.0,replace,False,0.3613763,0.4400981,0.07872182,0.3385251,0.54657525,0.20805016,1,1,0,0,1,0
0,0.0,replace,False,0.3089135,0.45858303,0.14966953,0.3157623,0.61269355,0.29693124,0,1,0,0,1,0
0,0.0,replace,False,0.33797565,0.44403887,0.10606322,0.35459432,0.59917474,0.24458042,0,1,0,1,1,0
0,0.0,replace,False,0.33087328,0.4036075,0.07273421,0.35409433,0.5778191,0.22372478,0,1,0,1,1,0
0,0.0,replace,False,0.34027606,0.39429718,0.05402112,0.33370164,0.54614216,0.21244052,0,1,0,0,1,0
0,0.0,replace,False,0.33847874,0.42675096,0.088272214,0.3046612,0.5406028,0.23594159,0,1,0,0,1,0
0,0.0,replace,False,0.45339748,0.4095947,-0.043802768,0.4600271,0.55147725,0.091450155,1,1,0,1,1,0
1,0.0,replace,False,0.66269773,0.45470604,-0.20799169,0.65822875,0.6175648,-0.040663958,1,1,0,1,1,0
0,0.0,replace,False,0.5514894,0.46282834,-0.088661075,0.56215996,0.6088582,0.046698272,1,1,0,1,1,0
0,0.0,replace,False,0.56664973,0.45844528,-0.108204454,0.5617619,0.60979164,0.04802972,1,1,0,1,1,0
0,0.0,replace,False,0.30704805,0.49357277,0.18652472,0.35423633,0.6123477,0.2581114,0,1,0,1,1,0
1,0.0,replace,False,0.34811622,0.4521444,0.104028195,0.33847055,0.5849186,0.24644807,0,1,0,0,1,0
0,0.1304347826086956,replace,False,0.6696597,0.52801394,-0.14164573,0.6484876,0.6423535,-0.0061341524,1,1,0,1,1,0
1,0.0,replace,False,0.649912,0.6002655,-0.049646497,0.64920783,0.68853337,0.039325535,1,1,0,1,1,0
0,0.0,replace,False,0.44673035,0.55403,0.107299656,0.4656168,0.66347754,0.19786075,1,1,0,1,1,0
0,0.0,replace,False,0.34085837,0.49489415,0.15403578,0.33507177,0.6540853,0.3190135,0,1,0,0,1,0
0,0.0,replace,False,0.31387192,0.49172914,0.17785722,0.36097556,0.5959301,0.23495454,0,1,0,1,1,0
1,0.0,replace,False,0.6737381,0.44159466,-0.23214346,0.6316155,0.5984691,-0.03314644,1,1,0,1,1,0
0,0.0,replace,False,0.631592,0.46209976,-0.16949221,0.589546,0.6226357,0.033089697,1,1,0,1,1,0
0,0.0,replace,False,0.72964925,0.49928528,-0.23036397,0.7502374,0.6611265,-0.08911091,1,1,0,1,1,0
0,0.0,replace,False,0.13385001,0.49532932,0.3614793,0.14593276,0.6201844,0.47425166,0,1,0,0,1,0
0,0.0,replace,False,0.77603924,0.48939985,-0.2866394,0.75803715,0.5926367,-0.16540045,1,1,0,1,1,0
0,0.0,replace,False,0.5173228,0.595763,0.07844025,0.51153946,0.6839208,0.17238134,1,1,0,1,1,0
0,0.0,replace,False,0.7240644,0.46148452,-0.2625799,0.69670045,0.6230583,-0.073642135,1,1,0,1,1,0
0,0.0,replace,False,0.5027179,0.5013439,-0.0013740063,0.5130704,0.62492144,0.11185104,1,1,0,1,1,0
0,0.0,replace,False,0.4878376,0.586067,0.09822941,0.48510504,0.68101287,0.19590783,1,1,0,1,1,0
0,0.0,replace,False,0.5523828,0.41831,-0.13407284,0.5290787,0.5624232,0.033344507,1,1,0,1,1,0
0,0.0,replace,False,0.1323267,0.43694016,0.30461347,0.13939907,0.5925779,0.45317882,0,1,0,0,1,0
0,0.0,replace,False,0.68849635,0.51654404,-0.1719523,0.6816393,0.63489354,-0.046745777,1,1,0,1,1,0
0,0.0,replace,False,0.3116246,0.5781403,0.26651573,0.3338828,0.67248935,0.33860654,0,1,0,0,1,0
1,0.391304347826087,replace,False,0.7840367,0.49010643,-0.29393026,0.7710237,0.633375,-0.1376487,1,1,0,1,1,0
0,0.0,replace,False,0.31698364,0.3887903,0.07180667,0.32487896,0.57652736,0.2516484,0,1,0,0,1,0
0,0.0,replace,False,0.47603917,0.47958872,0.003549546,0.5119789,0.59189725,0.079918325,1,1,0,1,1,0
1,0.0,replace,False,0.36678347,0.4638469,0.09706342,0.34728235,0.6121348,0.26485246,1,1,0,0,1,0
0,0.0,replace,False,0.5420478,0.4485189,-0.0935289,0.5174687,0.5576824,0.040213704,1,1,0,1,1,0
0,0.0,replace,False,0.733487,0.45830142,-0.27518559,0.68031234,0.6073633,-0.07294905,1,1,0,1,1,0
0,0.0,replace,False,0.13215815,0.4293451,0.29718697,0.1427812,0.5935616,0.4507804,0,1,0,0,1,0
1,0.0869565217391304,replace,False,0.57500726,0.45532227,-0.119684994,0.5415444,0.57813334,0.036588967,1,1,0,1,1,0
1,0.0,replace,False,0.7227342,0.5189546,-0.20377964,0.68427837,0.6375112,-0.046767175,1,1,0,1,1,0
0,0.0,replace,False,0.31936544,0.4076388,0.08827335,0.30985057,0.54956084,0.23971027,0,1,0,0,1,0
0,0.0,replace,False,0.65754706,0.47853005,-0.179017,0.6274084,0.63267016,0.005261779,1,1,0,1,1,0
0,0.0,replace,False,0.34591416,0.50212276,0.1562086,0.36148295,0.6003982,0.23891523,0,1,0,1,1,0
0,0.0,replace,False,0.14383374,0.4659189,0.32208514,0.15291609,0.6247652,0.47184914,0,1,0,0,1,0
0,0.0,replace,False,0.13030563,0.4516013,0.32129568,0.15241304,0.60394865,0.4515356,0,1,0,0,1,0
1,0.0,replace,False,0.51440215,0.43099892,-0.08340323,0.51893187,0.5484839,0.029552042,1,1,0,1,1,0
0,0.0,replace,False,0.36666968,0.4856511,0.11898142,0.29678428,0.6169009,0.32011664,1,1,0,0,1,0
0,0.0,replace,False,0.12915954,0.40023297,0.27107343,0.14359936,0.5467586,0.40315923,0,1,0,0,1,0
0,0.0,replace,False,0.38837007,0.45942748,0.07105741,0.3412869,0.6125009,0.271214,1,1,0,0,1,0
0,0.0,replace,False,0.16190831,0.5919558,0.43004745,0.16699304,0.6804274,0.51343435,0,1,0,0,1,0
0,0.0,replace,False,0.6523427,0.483752,-0.16859066,0.62321657,0.63585985,0.012643278,1,1,0,1,1,0
0,0.0,replace,False,0.12999319,0.47178042,0.34178722,0.14817646,0.6236122,0.47543576,0,1,0,0,1,0
0,0.0,replace,False,0.636098,0.45286214,-0.18323588,0.6030198,0.6131276,0.010107815,1,1,0,1,1,0
1,0.0,replace,False,0.33093172,0.3764453,0.04551357,0.34078598,0.53587407,0.19508809,0,1,0,0,1,0
0,0.0,replace,False,0.5197539,0.45802757,-0.061726302,0.51419127,0.6117894,0.097598135,1,1,0,1,1,0
1,0.0,replace,False,0.50702894,0.47794273,-0.029086202,0.5158772,0.62489486,0.10901767,1,1,0,1,1,0
0,0.391304347826087,replace,False,0.6744705,0.49823025,-0.17624024,0.63339984,0.6371969,0.0037970543,1,1,0,1,1,0
0,0.0,replace,False,0.5319692,0.47701195,-0.05495724,0.5280861,0.629066,0.100979865,1,1,0,1,1,0
0,0.0,replace,False,0.68456614,0.4982407,-0.18632543,0.64032304,0.59943867,-0.040884376,1,1,0,1,1,0
0,0.0,replace,False,0.79267895,0.50797427,-0.2847047,0.78126216,0.6736937,-0.10756844,1,1,0,1,1,0
0,0.0,replace,False,0.12146661,0.4499953,0.3285287,0.14574403,0.6179135,0.47216946,0,1,0,0,1,0
0,0.0,replace,False,0.1318039,0.43511662,0.30331272,0.14701195,0.6077456,0.46073365,0,1,0,0,1,0
0,0.0,replace,False,0.5336126,0.41064885,-0.12296376,0.51966256,0.55687684,0.03721428,1,1,0,1,1,0
0,0.0,replace,False,0.3337318,0.45365182,0.119920015,0.3374534,0.61885875,0.28140536,0,1,0,0,1,0
0,0.0,replace,False,0.13967662,0.405307,0.26563036,0.14532022,0.5493984,0.4040782,0,1,0,0,1,0
1,0.0,replace,False,0.13650413,0.4742224,0.33771825,0.14938082,0.6285362,0.47915542,0,1,0,0,1,0
0,0.0,replace,False,0.47048065,0.43681148,-0.033669174,0.49528685,0.61164767,0.11636081,1,1,0,1,1,0
0,0.0,replace,False,0.46547243,0.4191191,-0.04635334,0.49541673,0.5987297,0.103313,1,1,0,1,1,0
1,0.0,replace,False,0.1326458,0.57448936,0.44184357,0.1505906,0.67081606,0.52022547,0,1,0,0,1,0
0,0.0,replace,False,0.5034845,0.4190459,-0.08443859,0.49531698,0.57245135,0.07713437,1,1,0,1,1,0
1,0.0,replace,False,0.4511803,0.47698188,0.02580157,0.4982581,0.586589,0.088330865,1,1,0,1,1,0
0,0.0,replace,False,0.15004587,0.5936155,0.4435696,0.15391275,0.6806219,0.5267092,0,1,0,0,1,0
0,0.0,replace,False,0.13025235,0.4209863,0.29073393,0.14873876,0.5389946,0.39025587,0,1,0,0,1,0
0,0.2608695652173913,replace,False,0.75277454,0.48550737,-0.26726717,0.7181718,0.63209647,-0.086075306,1,1,0,1,1,0
0,0.0,replace,False,0.5176627,0.5809864,0.06332368,0.5204195,0.6754375,0.15501803,1,1,0,1,1,0
0,0.0,replace,False,0.12637231,0.4472875,0.3209152,0.13707285,0.6171491,0.48007625,0,1,0,0,1,0
0,0.0,replace,False,0.5404485,0.47466725,-0.065781236,0.5221515,0.6282887,0.10613716,1,1,0,1,1,0
0,0.0,replace,False,0.1360801,0.47394204,0.33786196,0.15586685,0.62937194,0.47350508,0,1,0,0,1,0
1,0.0,replace,False,0.7364062,0.5917054,-0.14470083,0.7076478,0.68529093,-0.022356868,1,1,0,1,1,0
0,0.0,replace,False,0.1364456,0.4466004,0.3101548,0.14718564,0.5597973,0.41261166,0,1,0,0,1,0
0,0.0,replace,False,0.14288692,0.41933513,0.2764482,0.14909616,0.56179696,0.4127008,0,1,0,0,1,0
1,0.0,replace,False,0.50954306,0.457336,-0.052207053,0.50760067,0.6191585,0.11155784,1,1,0,1,1,0
0,0.0,replace,False,0.68889123,0.45481116,-0.23408008,0.6203175,0.6075015,-0.012816012,1,1,0,1,1,0
0,0.0,replace,False,0.13851637,0.46402135,0.325505,0.15600476,0.62278265,0.4667779,0,1,0,0,1,0
0,0.0,replace,False,0.3130965,0.49396557,0.18086907,0.32891086,0.6199974,0.29108652,0,1,0,0,1,0
0,0.0,replace,False,0.13756841,0.45662302,0.3190546,0.14593418,0.621691,0.47575682,0,1,0,0,1,0
0,0.0,replace,False,0.6755525,0.5167312,-0.15882128,0.6547161,0.6347476,-0.01996845,1,1,0,1,1,0
0,0.0,replace,False,0.11061471,0.4279889,0.31737417,0.13759267,0.63323134,0.49563867,0,1,0,0,1,0
0,0.0,replace,False,0.330783,0.5041685,0.1733855,0.35097432,0.66635716,0.31538284,0,1,0,1,1,0
0,0.0,replace,False,0.69566417,0.40837917,-0.287285,0.6604316,0.553884,-0.106547594,1,1,0,1,1,0
0,0.0,replace,False,0.119421765,0.56285435,0.44343257,0.14388604,0.6730127,0.52912664,0,1,0,0,1,0
1,0.0,replace,False,0.4664037,0.5810387,0.11463502,0.50800836,0.6751325,0.16712415,1,1,0,1,1,0
1,0.0,replace,False,0.36870533,0.45030126,0.08159593,0.35943225,0.5575506,0.19811836,1,1,0,1,1,0
0,0.0,replace,False,0.61378956,0.49057615,-0.12321341,0.616254,0.5904707,-0.0257833,1,1,0,1,1,0
0,0.0,replace,False,0.32580358,0.47949928,0.1536957,0.32769346,0.58166087,0.2539674,0,1,0,0,1,0
0,0.0,replace,False,0.40071967,0.4262586,0.025538921,0.41174123,0.5740862,0.16234496,1,1,0,1,1,0
0,0.0,replace,False,0.5426684,0.4968808,-0.045787603,0.5260126,0.65921795,0.13320535,1,1,0,1,1,0
0,0.0,replace,False,0.31126863,0.5645338,0.2532652,0.32620698,0.66800386,0.34179688,0,1,0,0,1,0
0,0.0,replace,False,0.13896795,0.44037017,0.3014022,0.13750134,0.58948165,0.4519803,0,1,0,0,1,0
0,0.0,replace,False,0.35169637,0.47505,0.12335363,0.34894624,0.62598526,0.27703902,1,1,0,0,1,0
0,0.0,replace,False,0.44622687,0.46700105,0.020774186,0.4766103,0.6453154,0.1687051,1,1,0,1,1,0
0,0.0,replace,False,0.3434537,0.4384316,0.094977885,0.3335806,0.5911189,0.25753826,0,1,0,0,1,0
1,0.0,replace,False,0.48159325,0.4529972,-0.028596044,0.50236607,0.6127784,0.11041236,1,1,0,1,1,0
0,0.0,replace,False,0.14549448,0.50580627,0.3603118,0.15000346,0.59974587,0.4497424,0,1,0,0,1,0
0,0.0,replace,False,0.5034921,0.40733433,-0.09615779,0.5021959,0.55308414,0.05088824,1,1,0,1,1,0
0,0.217391304347826,replace,False,0.3603959,0.48471513,0.124319226,0.37075973,0.64646876,0.27570903,1,1,0,1,1,0
1,0.0,replace,False,0.7020733,0.43851924,-0.26355404,0.64417285,0.5445402,-0.09963262,1,1,0,1,1,0
0,0.0,replace,False,0.5412873,0.41558385,-0.12570345,0.6171628,0.56738806,-0.049774766,1,1,0,1,1,0
0,0.0,replace,False,0.33650857,0.46641168,0.12990311,0.33820695,0.6203827,0.28217578,0,1,0,0,1,0
0,0.0,replace,False,0.47556323,0.50582683,0.030263603,0.49421105,0.6045364,0.110325366,1,1,0,1,1,0
0,0.0,replace,False,0.4766001,0.46186337,-0.014736742,0.49049264,0.6184716,0.12797898,1,1,0,1,1,0
1,0.0,replace,False,0.6299187,0.46188197,-0.16803673,0.61308026,0.6238207,0.010740459,1,1,0,1,1,0
0,0.0,replace,False,0.12386278,0.42310157,0.2992388,0.1463158,0.53666127,0.39034545,0,1,0,0,1,0
0,0.0,replace,False,0.11014189,0.5440221,0.4338802,0.13760966,0.66014075,0.5225311,0,1,0,0,1,0
0,0.0,replace,False,0.48977,0.5996086,0.109838605,0.5044618,0.6891852,0.18472338,1,1,0,1,1,0
0,0.0,replace,False,0.3557865,0.47005126,0.11426476,0.33541313,0.6188989,0.2834858,1,1,0,0,1,0
0,0.0,replace,False,0.121815786,0.44522345,0.32340765,0.14849623,0.6132743,0.46477807,0,1,0,0,1,0
1,0.0,replace,False,0.31345487,0.4450783,0.13162345,0.30957186,0.5536659,0.24409401,0,1,0,0,1,0
0,0.0,replace,False,0.38231102,0.57930154,0.19699052,0.37923375,0.6784806,0.29924688,1,1,0,1,1,0
0,0.0,replace,False,0.49076346,0.4200209,-0.07074255,0.5110858,0.56199694,0.05091113,1,1,0,1,1,0
0,0.0,replace,False,0.5100545,0.47629708,-0.03375745,0.51294386,0.62078285,0.10783899,1,1,0,1,1,0
1,0.0,replace,False,0.7934208,0.44544548,-0.3479753,0.770184,0.5548311,-0.2153529,1,1,0,1,1,0
0,0.0,replace,False,0.30962297,0.57269794,0.26307496,0.33416665,0.6713349,0.33716828,0,1,0,0,1,0
0,0.0,replace,False,0.73275244,0.58341384,-0.1493386,0.7213,0.6836884,-0.037611604,1,1,0,1,1,0
0,0.0,replace,False,0.29448846,0.43112475,0.13663629,0.34141102,0.57528305,0.23387203,0,1,0,0,1,0
0,0.0,replace,False,0.13119814,0.46517456,0.33397642,0.14040543,0.62482065,0.48441523,0,1,0,0,1,0
0,0.0,replace,False,0.13845207,0.41201624,0.27356416,0.14120543,0.5533461,0.41214067,0,1,0,0,1,0
1,0.0,replace,False,0.5630588,0.433077,-0.12998179,0.5863609,0.6046699,0.018309057,1,1,0,1,1,0
1,0.0,replace,False,0.5542115,0.5985911,0.044379592,0.5350009,0.6870025,0.15200156,1,1,0,1,1,0
0,0.1304347826086956,replace,False,0.6649895,0.46612287,-0.1988666,0.6442649,0.6258547,-0.018410206,1,1,0,1,1,0
0,0.0,replace,False,0.14453152,0.4991243,0.35459277,0.15976751,0.60146755,0.44170004,0,1,0,0,1,0
0,0.0,replace,False,0.6671419,0.44677585,-0.22036606,0.6410973,0.610615,-0.030482292,1,1,0,1,1,0
0,0.0,replace,False,0.7749578,0.46354136,-0.31141642,0.77635777,0.62581533,-0.15054244,1,1,0,1,1,0
0,0.0,replace,False,0.77783084,0.48416075,-0.2936701,0.7639617,0.6445435,-0.119418144,1,1,0,1,1,0
0,0.0,replace,False,0.50167805,0.47093782,-0.030740231,0.50940555,0.6189361,0.10953057,1,1,0,1,1,0
0,0.0,replace,False,0.316144,0.46081945,0.14467546,0.3031617,0.6203802,0.3172185,0,1,0,0,1,0
0,0.0,replace,False,0.50376207,0.4172647,-0.08649737,0.5044436,0.56584245,0.061398864,1,1,0,1,1,0
0,0.0,replace,False,0.564989,0.45968038,-0.10530859,0.5285527,0.61504287,0.086490154,1,1,0,1,1,0
0,0.0,replace,False,0.3098222,0.4647139,0.1548917,0.3273224,0.6096057,0.28228334,0,1,0,0,1,0
0,0.0,replace,False,0.14277758,0.5020323,0.35925472,0.16265,0.6639201,0.5012701,0,1,0,0,1,0
0,0.0,replace,False,0.5348757,0.463837,-0.07103869,0.52608037,0.6195595,0.09347916,1,1,0,1,1,0
0,0.0,replace,False,0.45034018,0.4871401,0.036799908,0.49519926,0.65066683,0.15546757,1,1,0,1,1,0
0,0.0,replace,False,0.31505826,0.586085,0.27102676,0.32847124,0.6789214,0.35045016,0,1,0,0,1,0
0,0.0,replace,False,0.5248742,0.49750602,-0.027368188,0.5177487,0.60160017,0.08385146,1,1,0,1,1,0
0,0.0,replace,False,0.53615916,0.5055774,-0.030581772,0.5214795,0.66620934,0.14472985,1,1,0,1,1,0
1,0.0,replace,False,0.5038949,0.5147113,0.010816395,0.5022254,0.63271075,0.13048536,1,1,0,1,1,0
0,0.0,replace,False,0.6825559,0.44290745,-0.23964846,0.6690193,0.5525959,-0.11642337,1,1,0,1,1,0
0,0.0,replace,False,0.49111584,0.4583554,-0.03276044,0.5140304,0.623484,0.10945362,1,1,0,1,1,0
